timestamp,flow_mgd,streamflow_cfs,rainfall_in,capacity_pct
2023-04-01,6454.564439647329,9980,0.17,5378.803699706108
2023-04-02,5961.380798075724,9230,0.0,4967.81733172977
2023-04-03,5573.51227876839,8630,0.02,4644.593565640325
2023-04-04,5358.207532193567,8290,0.15,4465.17294349464
2023-04-05,5503.285468365465,8520,0.48,4586.071223637888
2023-04-06,5565.368235827352,8610,0.02,4637.80686318946
2023-04-07,5307.96602643445,8210,0.03,4423.305022028709
2023-04-08,5009.938520305251,7740,0.15,4174.948766921042
2023-04-09,4699.878228645655,7300,0.39,3916.5651905380464
2023-04-10,4478.0095182089535,6930,0.07,3731.6745985074613
2023-04-11,4162.674957961723,6460,0.09,3468.8957983014357
2023-04-12,3936.1439369076743,6100,0.28,3280.119947423062
2023-04-13,3729.0071200276084,5770,0.52,3107.5059333563404
2023-04-14,3580.566747195608,5530,0.16,2983.8056226630065
2023-04-15,3503.1471526718647,5440,0.75,2919.289293893221
2023-04-16,3400.7119070132867,5250,0.29,2833.926589177739
2023-04-17,3654.5014816113767,5660,0.33,3045.417901342814
2023-04-18,3486.0138931312704,5400,0.17,2905.011577609392
2023-04-19,3404.529566320048,5270,0.08,2837.1079719333734
2023-04-20,3256.3990176693032,5040,0.28,2713.6658480577526
2023-04-21,2988.444919190233,4640,0.08,2490.370765991861
2023-04-22,2986.5648915416764,4620,0.63,2488.8040762847304
2023-04-23,3103.292054686048,4790,0.06,2586.076712238373
2023-04-24,2916.189364037933,4510,1.31,2430.1578033649444
2023-04-25,2854.802889493062,4430,0.14,2379.002407910885
2023-04-26,2704.8952556796257,4190,0.03,2254.079379733021
2023-04-27,2626.3330189008743,4070,0.23,2188.610849084062
2023-04-28,2997.2935485544235,4630,0.35,2497.7446237953527
2023-04-29,4635.633697816362,7180,0.04,3863.0280815136343
2023-04-30,6844.940193629169,10600,1.64,5704.116828024307
2023-05-01,13636.301219828552,21100,0.0,11363.584349857128
2023-05-02,17651.1288590104,27300,0.08,14709.274049175334
2023-05-03,16687.95407771548,25800,0.31,13906.628398096234
2023-05-04,13308.988437181397,20600,1.0,11090.823697651165
2023-05-05,11439.746285444033,17700,0.01,9533.121904536694
2023-05-06,11445.378535729451,17700,0.01,9537.81544644121
2023-05-07,10664.181545092715,16500,0.01,8886.817954243928
2023-05-08,9116.097604803912,14100,0.2,7596.74800400326
2023-05-09,7807.397014799252,12100,0.0,6506.164178999377
2023-05-10,7315.188563196993,11300,0.0,6095.990469330827
2023-05-11,7831.947328411399,12100,0.02,6526.622773676167
2023-05-12,12155.513851775653,18800,0.03,10129.59487647971
2023-05-13,10082.523475244834,15600,0.39,8402.10289603736
2023-05-14,8339.496930632853,12900,0.38,6949.580775527377
2023-05-15,7105.846177378406,11000,0.52,5921.538481148671
2023-05-16,6223.307219857192,9620,0.17,5186.089349880993
2023-05-17,6108.673450357239,9430,0.07,5090.561208631032
2023-05-18,5402.574654105608,8360,0.04,4502.145545088006
2023-05-19,4878.273464353669,7550,0.01,4065.227886961391
2023-05-20,4281.509697824315,6630,0.01,3567.924748186929
2023-05-21,3930.783626316296,6080,0.0,3275.6530219302463
2023-05-22,3461.6303421901657,5370,0.03,2884.691951825138
2023-05-23,3194.9026499263814,4940,0.05,2662.4188749386512
2023-05-24,2958.334288025556,4560,0.15,2465.2785733546298
2023-05-25,2720.032100860404,4200,0.06,2266.6934173836703
2023-05-26,2546.841978918542,3920,0.35,2122.368315765452
2023-05-27,2374.9815938754973,3690,0.12,1979.151328229581
2023-05-28,2541.096507749823,3920,0.07,2117.5804231248526
2023-05-29,2525.2425476217268,3910,0.15,2104.3687896847723
2023-05-30,2253.634981334248,3470,0.39,1878.0291511118733
2023-05-31,2024.2567424146494,3130,0.83,1686.8806186788745
2023-06-01,1942.4635061138029,3020,0.43,1618.719588428169
2023-06-02,1845.6861035129314,2840,0.17,1538.0717529274427
2023-06-03,1618.897468753069,2510,0.13,1349.0812239608908
2023-06-04,1593.0412772963793,2450,0.14,1327.5343977469827
2023-06-05,1505.5303657898953,2350,0.26,1254.608638158246
2023-06-06,1388.9863899000886,2140,0.0,1157.488658250074
2023-06-07,1345.8529571901029,2090,0.05,1121.5441309917526
2023-06-08,1383.7113208065207,2160,0.08,1153.0927673387673
2023-06-09,1231.2587694685533,1910,0.01,1026.0489745571276
2023-06-10,1198.839191632641,1840,0.16,999.0326596938675
2023-06-11,1140.9260169793745,1740,0.11,950.7716808161455
2023-06-12,1104.359828496768,1700,0.08,920.2998570806399
2023-06-13,1169.0629815593459,1810,0.02,974.2191512994548
2023-06-14,1125.828346010624,1760,1.09,938.1902883421867
2023-06-15,1130.7342008537355,1770,1.17,942.2785007114463
2023-06-16,1165.8578854229188,1800,0.01,971.5482378524323
2023-06-17,1199.0803611334732,1860,0.02,999.2336342778943
2023-06-18,1202.6491360725063,1840,0.72,1002.2076133937553
2023-06-19,1189.0711196029827,1840,0.11,990.8925996691522
2023-06-20,1369.7672212374748,2120,0.87,1141.4726843645622
2023-06-21,1612.9273184744327,2510,1.41,1344.106098728694
2023-06-22,1579.598097112709,2430,0.32,1316.331747593924
2023-06-23,2049.8995529897766,3170,1.27,1708.2496274914806
2023-06-24,2012.5234609709144,3110,0.07,1677.1028841424286
2023-06-25,1968.5434178039955,3030,1.14,1640.4528481699963
2023-06-26,2338.754359356656,3600,0.26,1948.961966130547
2023-06-27,3863.8895821944243,5980,0.01,3219.9079851620204
2023-06-28,4256.599975440369,6580,0.95,3547.1666462003077
2023-06-29,3426.4930416528236,5310,0.28,2855.41086804402
2023-06-30,3023.6909417411334,4670,0.07,2519.742451450945
2023-07-01,2907.8447980849187,4500,0.03,2423.203998404099
2023-07-02,2620.4275020430355,4060,0.11,2183.689585035863
2023-07-03,2303.5691009182365,3580,0.08,1919.640917431864
2023-07-04,2574.6468073191613,3990,0.13,2145.5390060993013
2023-07-05,2472.174916158687,3830,0.27,2060.1457634655726
2023-07-06,2536.4990988085824,3910,0.15,2113.749249007152
2023-07-07,2428.0902602103115,3740,0.95,2023.4085501752595
2023-07-08,1933.2654739599739,3000,0.0,1611.0545616333116
2023-07-09,1720.9061922971234,2660,0.17,1434.088493580936
2023-07-10,1816.5633516068524,2820,0.15,1513.8027930057103
2023-07-11,1679.0891711606805,2610,0.62,1399.2409759672337
2023-07-12,1744.3121781235034,2700,0.03,1453.5934817695863
2023-07-13,1695.3895024333892,2620,0.09,1412.8245853611577
2023-07-14,1806.3692421365704,2790,0.4,1505.3077017804753
2023-07-15,2326.145887659074,3600,0.69,1938.4549063825616
2023-07-16,1884.5391618406982,2930,1.49,1570.449301533915
2023-07-17,1488.059464349978,2290,0.15,1240.0495536249816
2023-07-18,1271.761835956775,1960,0.01,1059.8015299639792
2023-07-19,1652.3020280986657,2540,0.0,1376.918356748888
2023-07-20,2077.141778143321,3210,0.81,1730.9514817861007
2023-07-21,2227.6268829166866,3450,0.01,1856.3557357639056
2023-07-22,1914.1874240257816,2960,0.14,1595.1561866881514
2023-07-23,1571.9438273381047,2430,0.0,1309.9531894484207
2023-07-24,1495.3037361064412,2300,0.02,1246.0864467553677
2023-07-25,1287.5405646804645,2000,0.22,1072.9504705670538
2023-07-26,1173.684901028738,1820,0.0,978.0707508572817
2023-07-27,1078.1290912679622,1680,0.04,898.4409093899684
2023-07-28,1123.1235328272123,1750,0.02,935.9362773560102
2023-07-29,1380.6619500957447,2120,0.04,1150.5516250797873
2023-07-30,1232.1926093208608,1910,0.08,1026.8271744340507
2023-07-31,921.81045423175,1410,0.12,768.1753785264584
2023-08-01,946.9018822655745,1440,0.18,789.0849018879787
2023-08-02,874.9706385531546,1350,0.15,729.1421987942955
2023-08-03,788.4529927065702,1220,0.45,657.0441605888084
2023-08-04,759.9660985218933,1170,0.09,633.3050821015777
2023-08-05,729.2025830270791,1110,0.01,607.6688191892326
2023-08-06,809.5951468545121,1250,0.11,674.66262237876
2023-08-07,1451.663923776951,2240,0.1,1209.7199364807925
2023-08-08,2255.4661982215534,3480,0.26,1879.5551651846279
2023-08-09,1342.8194862053056,2080,0.0,1119.0162385044212
2023-08-10,1576.3904081710314,2430,0.56,1313.6586734758594
2023-08-11,1615.5921829901492,2490,0.38,1346.3268191584577
2023-08-12,1341.0160852285535,2070,0.08,1117.513404357128
2023-08-13,1077.077046987972,1680,0.0,897.5642058233099
2023-08-14,923.8026295078281,1430,0.03,769.8355245898567
2023-08-15,934.9420419170679,1460,0.3,779.1183682642231
2023-08-16,1017.8697645697827,1580,0.34,848.2248038081523
2023-08-17,878.6722631720925,1360,0.02,732.2268859767437
2023-08-18,812.8599590939319,1270,0.05,677.3832992449433
2023-08-19,784.6576142425159,1220,0.31,653.8813452020966
2023-08-20,730.8561286988294,1130,0.0,609.0467739156911
2023-08-21,665.7708623722432,1020,0.09,554.8090519768693
2023-08-22,583.2807888798462,908,0.02,486.06732406653856
2023-08-23,551.7829618991456,856,0.02,459.81913491595463
2023-08-24,513.387634794447,794,0.0,427.82302899537245
2023-08-25,595.8347537426779,900,0.1,496.5289614522316
2023-08-26,789.5937860578146,1240,0.05,657.9948217148454
2023-08-27,547.4723566156707,851,0.0,456.2269638463922
2023-08-28,495.37585080675154,770,0.23,412.8132090056263
2023-08-29,392.70537807609963,632,0.05,327.25448173008306
2023-08-30,476.7989911670445,729,0.04,397.33249263920374
2023-08-31,381.3819214328178,599,0.38,317.81826786068154
2023-09-01,462.5535579556913,706,0.0,385.4612982964094
2023-09-02,527.4365828089906,810,0.21,439.5304856741588
2023-09-03,521.5347526193815,772,0.01,434.61229384948456
2023-09-04,410.8516851061018,646,0.47,342.3764042550848
2023-09-05,366.8075041752246,560,0.06,305.67292014602054
2023-09-06,324.29758854609213,522,0.1,270.2479904550768
2023-09-07,277.8946826107565,450,0.09,231.5789021756304
2023-09-08,486.32593194138997,748,0.02,405.2716099511583
2023-09-09,1117.4822182873515,1730,0.05,931.2351819061263
2023-09-10,1495.0225710901088,2300,0.61,1245.8521425750907
2023-09-11,1500.3554865632611,2330,0.11,1250.2962388027177
2023-09-12,1041.474601352623,1600,0.04,867.8955011271859
2023-09-13,1849.4862591082938,2870,0.01,1541.2385492569115
2023-09-14,1516.923949111178,2320,0.02,1264.1032909259816
2023-09-15,1036.4377269747263,1600,0.02,863.6981058122719
2023-09-16,800.128909420392,1230,0.25,666.7740911836601
2023-09-17,808.4060079636075,1250,1.08,673.6716733030063
2023-09-18,765.8907927475833,1170,0.17,638.2423272896527
2023-09-19,735.9254629290921,1150,0.09,613.2712191075767
2023-09-20,788.7565024472033,1230,0.08,657.2970853726694
2023-09-21,849.9162636108949,1320,0.18,708.2635530090791
2023-09-22,989.5673730231694,1530,0.76,824.6394775193078
2023-09-23,1295.0733944700219,2010,0.07,1079.2278287250183
2023-09-24,3556.5847876127023,5510,0.15,2963.820656343919
2023-09-25,2748.6787610842016,4270,0.49,2290.5656342368347
2023-09-26,2307.5150986426393,3590,0.26,1922.9292488688661
2023-09-27,2986.4575431601684,4630,0.01,2488.7146193001404
2023-09-28,2837.414995890093,4410,0.01,2364.5124965750774
2023-09-29,2315.55433498674,3580,0.51,1929.6286124889498
2023-09-30,1936.0936173018372,3000,0.11,1613.411347751531
2023-10-01,1627.5474205274409,2510,0.0,1356.2895171062007
2023-10-02,1314.6791768997693,2050,0.22,1095.5659807498077
2023-10-03,1239.6313221353976,1900,0.98,1033.026101779498
2023-10-04,1134.7429344040675,1750,0.43,945.6191120033897
2023-10-05,967.6371969965688,1520,0.02,806.364330830474
2023-10-06,941.2640855307435,1470,0.02,784.3867379422862
2023-10-07,915.8168055315482,1430,0.09,763.1806712762901
2023-10-08,971.0455922241979,1500,0.04,809.2046601868315
2023-10-09,850.0456513663619,1300,0.01,708.3713761386349
2023-10-10,868.9960747305286,1360,0.33,724.1633956087738
2023-10-11,918.3732231636217,1400,0.07,765.3110193030182
2023-10-12,866.879470172631,1330,0.07,722.3995584771925
2023-10-13,840.5867281730458,1290,0.19,700.4889401442048
2023-10-14,852.1310346664017,1320,0.42,710.1091955553347
2023-10-15,1009.4058855216397,1550,0.48,841.171571268033
2023-10-16,908.6127382671343,1410,0.08,757.1772818892786
2023-10-17,888.3960011097889,1400,0.53,740.3300009248242
2023-10-18,1019.2924251557241,1590,0.05,849.4103542964367
2023-10-19,1175.4487226295607,1810,0.11,979.5406021913006
2023-10-20,1115.8212609984173,1720,0.04,929.8510508320144
2023-10-21,1081.8911623913407,1640,0.16,901.5759686594505
2023-10-22,931.1602362524081,1460,0.14,775.9668635436735
2023-10-23,848.797185731527,1310,0.73,707.3309881096058
2023-10-24,801.054320370875,1230,0.3,667.5452669757292
2023-10-25,811.0600137875856,1260,0.73,675.883344822988
2023-10-26,762.1698560642351,1180,0.0,635.141546720196
2023-10-27,754.6585378712374,1160,0.13,628.8821148926979
2023-10-28,747.8511502805575,1170,0.0,623.2092919004646
2023-10-29,813.4004245280054,1240,0.06,677.8336871066712
2023-10-30,693.9620146964802,1070,0.28,578.3016789137334
2023-10-31,702.636251792394,1100,0.14,585.5302098269949
2023-11-01,714.4518607189023,1090,0.14,595.3765505990852
2023-11-02,669.5827438356234,1040,0.3,557.9856198630196
2023-11-03,675.3144051857875,1040,0.65,562.7620043214895
2023-11-04,659.6663389150381,1020,0.01,549.721949095865
2023-11-05,641.5026486246592,988,0.0,534.5855405205493
2023-11-06,661.6250859652066,1020,0.15,551.3542383043389
2023-11-07,585.0458485408614,904,0.05,487.53820711738445
2023-11-08,637.836796745118,996,0.28,531.530663954265
2023-11-09,668.5529848981048,1050,0.1,557.1274874150873
2023-11-10,683.0212324440387,1040,0.87,569.1843603700322
2023-11-11,664.1296764245084,1030,0.04,553.4413970204237
2023-11-12,737.9623815957632,1140,0.01,614.9686513298026
2023-11-13,710.2619921499387,1110,0.07,591.8849934582822
2023-11-14,710.8247624128437,1090,0.28,592.3539686773697
2023-11-15,706.1344120683871,1080,0.45,588.4453433903226
2023-11-16,684.7965067593915,1060,0.01,570.6637556328262
2023-11-17,701.9970011754585,1090,0.4,584.9975009795488
2023-11-18,717.9840112550867,1090,0.32,598.3200093792389
2023-11-19,717.5127908248245,1110,0.15,597.9273256873538
2023-11-20,704.9831217637189,1090,0.15,587.4859348030991
2023-11-21,894.9739043419831,1400,0.0,745.8115869516527
2023-11-22,2609.2559451167353,4060,0.01,2174.3799542639463
2023-11-23,3136.271641374894,4850,0.0,2613.559701145745
2023-11-24,6780.802655954975,10500,0.14,5650.66887996248
2023-11-25,5983.6948420527915,9260,0.15,4986.412368377327
2023-11-26,4444.363883544257,6860,0.06,3703.636569620214
2023-11-27,3278.8098026754315,5060,0.04,2732.341502229526
2023-11-28,2572.5592805496335,3970,0.05,2143.799400458028
2023-11-29,2096.8240901516588,3240,0.0,1747.3534084597154
2023-11-30,1786.8221881013933,2780,0.0,1489.0184900844945
2023-12-01,1615.9889695535567,2510,0.39,1346.657474627964
2023-12-02,1509.0970328829026,2350,0.24,1257.5808607357521
2023-12-03,1684.30847086237,2610,1.72,1403.5903923853084
2023-12-04,1649.9450681607736,2550,0.1,1374.9542234673113
2023-12-05,1504.830493973935,2330,0.16,1254.025411644946
2023-12-06,1523.5843695368185,2360,0.09,1269.653641280682
2023-12-07,1503.1754844840996,2340,0.05,1252.646237070083
2023-12-08,1421.353614859937,2210,0.2,1184.461345716614
2023-12-09,1478.9074524112657,2270,0.35,1232.422877009388
2023-12-10,1551.718891058213,2390,0.04,1293.0990758818443
2023-12-11,3926.432093102648,6070,0.01,3272.0267442522063
2023-12-12,3785.4297621765186,5840,0.34,3154.5248018137654
2023-12-13,4452.345817771879,6900,0.08,3710.288181476566
2023-12-14,5057.582868961929,7830,0.26,4214.652390801608
2023-12-15,4419.08441181093,6850,0.03,3682.570343175775
2023-12-16,3619.66485444422,5590,0.05,3016.387378703517
2023-12-17,3302.9084985228747,5100,0.01,2752.4237487690625
2023-12-18,11313.803129559605,17500,0.64,9428.169274633005
2023-12-19,13566.045825447136,21000,0.2,11305.038187872613
2023-12-20,12026.370735690738,18600,0.2,10021.975613075616
2023-12-21,8975.389674773289,13900,0.01,7479.491395644408
2023-12-22,6661.624484732276,10300,0.49,5551.353737276897
2023-12-23,5121.302933837653,7930,0.28,4267.752444864711
2023-12-24,4288.072197734414,6640,0.36,3573.3934981120115
2023-12-25,3674.6508852264133,5690,0.82,3062.209071022011
2023-12-26,3287.139225742292,5100,0.29,2739.282688118577
2023-12-27,3588.5111084877794,5580,0.26,2990.425923739816
2023-12-28,4841.265588573407,7490,0.07,4034.387990477839
2023-12-29,4960.4326294526945,7670,0.68,4133.693857877245
2023-12-30,6587.445212170075,10200,0.03,5489.537676808395
2023-12-31,6590.872719942068,10200,0.23,5492.393933285057
2024-01-01,5770.974944951789,8930,0.0,4809.1457874598245
